,Vocab,TF-IDF Value
88,c,0.0061354794410403615
89,engineering,0.00607662758470321
90,laptop,0.006029578050222386
91,design,0.0059761889265038115
92,bitcoin,0.0059634172909336725
93,learning,0.00595681653651185
94,old,0.005903861701541622
95,stock,0.005877446881381669
96,french,0.005872474428333388
97,parent,0.00586441138131973
98,made,0.005784295347657367
99,want,0.005770236490743028
100,going,0.005751748432968181
101,skill,0.005748874690145229
102,improve,0.005695211398146121
103,iit,0.005692348421255829
104,apply,0.0056395616540087685
105,treat,0.005571104061227954
106,training,0.005514005654322979
107,account,0.005498284973964523
108,reason,0.005471513048201581
109,line,0.005468635943650966
110,program,0.0054585024915718185
111,place,0.005425970276374578
112,field,0.005405093703219361
113,happens,0.0053900693280107504
114,new,0.005381600758165484
115,multiple,0.005364471449486186
116,future,0.005303495443890573
117,rank,0.0053001100366686
118,product,0.005295032763098261
119,indian,0.005283371113502813
120,drug,0.005228514631028889
121,process,0.0052202335812121985
122,south,0.005197422327366041
123,travel,0.005194269833007223
124,fast,0.005158168142287028
125,eat,0.005152937644413397
126,th,0.005115874283195787
127,problem,0.0050997803250641925
128,government,0.005099522421579134
129,name,0.005073676284312352
130,value,0.005036191043082415
131,effect,0.004991906233525132
132,website,0.004972742933452506
133,blood,0.004962664949911929
134,say,0.004938848679743665
135,jee,0.004932957099914477
136,age,0.004899164918839811
137,b,0.004890556581035103
138,site,0.004875472697976837
139,wifi,0.004870056430858258
140,water,0.004837361516173068
141,angle,0.004835517023547206
142,bad,0.004834187477821713
143,top,0.0048285582974562005
144,sex,0.004819552276941105
145,market,0.00478999892213633
146,studying,0.004755297277004207
147,back,0.004744442591816523
148,effective,0.004718037199072234
149,scope,0.0047012594094512136
150,something,0.004681789433830332
151,founded,0.00463931441658947
152,school,0.004630630472659569
153,social,0.004623364259081315
154,advantage,0.004622570686387659
155,mobile,0.004610518920293491
156,come,0.004608317282000356
157,right,0.004607726965263292
158,x,0.0045882115007263415
159,space,0.004587986558911844
160,google,0.004577963089382058
161,hour,0.0045708718950419605
162,health,0.004569397341605841
163,happen,0.004556210076523255
164,game,0.004521152647275649
165,help,0.004502336813181361
166,v,0.004490233730603209
167,mba,0.004452792051215149
168,state,0.004452631700867457
169,song,0.00442677119138413
170,food,0.004401262402557156
171,function,0.004382495225671124
172,deal,0.004371149996331873
173,technology,0.004335061584087765
174,watch,0.004329858419284183
175,early,0.00429420239517279
176,level,0.004267601481907261
177,meaning,0.004257649770086198
178,biggest,0.004257649770086198
179,america,0.004254534664789717
180,hack,0.0042310773956038055
181,politics,0.00423103945902316
182,meet,0.004213945653336816
183,chemical,0.004210688724773241
184,others,0.0042043442319878045
185,legal,0.004200643968363447
186,dajung,0.004188587787439489
187,deletefacebook,0.004188587787439489
188,upanishad,0.004188587787439489
189,lexington,0.004188587787439489
190,westernized,0.004188587787439489
191,an,0.004188587787439489
192,accessible,0.004188587787439489
193,udl,0.004188587787439489
194,prepare,0.004173942042277684
195,sun,0.0041611508398575955
196,required,0.004159308748397164
197,feature,0.00415277563429588
198,read,0.004152620485030152
199,actor,0.004145732865819785
200,call,0.0041443037342526415
201,give,0.004142033214656828
202,point,0.004130642203378053
203,using,0.004128535059284314
204,spain,0.004126555077560836
205,break,0.004101018907236695
206,class,0.004085889577034093
207,inflation,0.0040799674886179554
208,source,0.004071377592644927
209,available,0.004065041804296584
210,every,0.00404690984107754
211,tell,0.004046577627892306
212,able,0.004044065921230863
213,cell,0.0040314621260503685
214,worth,0.004021567659806201
215,question,0.004016662186352358
216,page,0.003999149605473823
217,invest,0.003996348242589255
218,show,0.003989923563896646
219,civil,0.003983485999279867
220,home,0.00397481485671679
221,bullet,0.003961838026605489
222,word,0.003950505156591787
223,woman,0.003948394960199071
224,medium,0.003946002736736976
225,see,0.00394217942330394
226,next,0.0039415457868971476
227,great,0.003933046637851913
228,popular,0.0039055292209366076
229,startup,0.003899236746359373
230,importance,0.003885425823893681
231,upsc,0.003876946450333266
232,healthy,0.003870147771770648
233,power,0.003862456530232492
234,high,0.0038599311016168456
235,industry,0.0038474434467208763
236,sign,0.0038471268179412783
237,quotient,0.003834036799940796
238,smell,0.00381743457685533
239,medical,0.003809872032550147
240,investment,0.0038089962038415385
241,anyone,0.0038064255059672134
242,thinking,0.003803535867811022
243,face,0.0037927282502686803
244,within,0.003772867896085174
245,leave,0.0037626949706963536
246,working,0.0037552490510544463
247,still,0.003754064999457127
248,happiness,0.003747525693249085
249,write,0.0037176803988810884
250,trading,0.0037135207471153606
251,history,0.003698177481919259
252,donald,0.0036954958645224398
253,fit,0.003672790579799997
254,tip,0.003668226506356546
255,travelling,0.003664293666949101
256,amazon,0.003664247692208897
257,advice,0.003663118044794774
258,cat,0.0036531862320698335
259,korean,0.0036457572957673107
260,missile,0.0036364431961806326
261,well,0.0036289534854940333
262,mumbai,0.003626637767660405
263,interview,0.00362106895786462
264,child,0.00361709732240491
265,challenge,0.003614164066198171
266,getting,0.0035976098501704825
267,partner,0.00358970228106263
268,open,0.003578772421583151
269,sale,0.0035755290491369484
270,female,0.003568076885620923
271,said,0.003567038143660451
272,research,0.003559445894098849
273,economy,0.0035476354574564273
274,even,0.0035181338024157576
275,natural,0.0035174932886738396
276,long,0.0035064774263844464
277,create,0.003496878363493734
278,motivated,0.0034904898228662407
279,fix,0.003490225898839159
280,mouth,0.003483531630070526
281,similar,0.003473572646654315
282,loud,0.0034721498054926772
283,trump,0.0034720199890709096
284,known,0.003461609110772552
285,last,0.003456452111340498
286,egg,0.0034506331199467164
287,tv,0.003450575151868336
288,affect,0.003448989862298184
289,delhi,0.0034458789351519857
290,respond,0.003445305879277385
291,instagram,0.003445305879277385
292,pregnant,0.0034343961111177974
293,procedure,0.0034228918463298087
294,film,0.0034228918463298087
295,email,0.003409921289077964
296,live,0.0033972112319433016
297,actually,0.003392998968090178
298,engineer,0.0033833109780149256
299,per,0.0033768900012628132
300,facebook,0.00337519962924118
301,algorithm,0.0033697509257844594
302,data,0.0033519913413196426
303,kid,0.003343009762426375
304,die,0.003335478341883519
305,everything,0.003312801285593321
306,price,0.003311939119150861
307,positive,0.003309256790354612
308,risk,0.003307222689731775
309,math,0.0033006408672982862
310,grow,0.003300432959256806
311,expect,0.0032899833537848987
312,lot,0.0032842841872508678
313,download,0.003283207125586395
314,fact,0.003276542243791051
315,true,0.003264644557567645
316,electricity,0.0032634956094734153
317,equity,0.0032611804205189515
318,cost,0.0032550003473022122
319,mark,0.0032461593297486878
320,play,0.003244787904493827
321,big,0.003222114994877085
322,music,0.0032208234540255787
323,talk,0.0032201070461286767
324,car,0.003216235885721375
325,part,0.0032158278369929807
326,period,0.003210433141247977
327,platform,0.0032090676856149627
328,rid,0.003196031508504806
329,reading,0.00319503066661733
330,selective,0.00319503066661733
331,cartoon,0.003194179952062623
332,happened,0.003189528661405261
333,development,0.003185240584723019
334,stop,0.0031767195215830716
335,eating,0.0031732050368051767
336,force,0.003168957419457666
337,video,0.0031686868455499694
338,solution,0.0031672242651716574
339,chicken,0.0031605329463015763
340,choose,0.0031584162694963743
341,physical,0.0031493005487809676
342,pain,0.003140989495929801
343,store,0.003140989495929801
344,control,0.0031275288590182416
345,tech,0.003125362253908429
346,speed,0.0031194167658753383
347,atheist,0.003105285812193681
348,admission,0.0031028891304183074
349,phone,0.0031028393261811832
350,move,0.00310016844171542
351,normal,0.0030991047558581435
352,strike,0.0030903041812638385
353,believe,0.0030859776356366806
354,hand,0.0030850872427104483
355,plus,0.0030826421025113445
356,mind,0.0030638973528675684
357,career,0.00305746464122304
358,team,0.0030554918288335556
359,group,0.003048136777890849
360,japanese,0.0030463068286651017
361,exactly,0.0030335754611864165
362,version,0.003030575613054538
363,h,0.0030288112996465937
364,military,0.0030236626869734767
365,mining,0.003022198139717004
366,male,0.0030217845518047603
367,topic,0.003018127661905336
368,stay,0.003018035332238808
369,society,0.003017791004315847
370,cake,0.0030155543707831556
371,cry,0.0030107949009975216
372,chance,0.0030078840308451434
373,loan,0.00300332882662029
374,describe,0.0029994128818149023
375,past,0.002994867249488358
376,seen,0.002993947444375621
377,modern,0.002989044045138949
378,doctor,0.0029769381414248897
379,cancer,0.0029769381414248897
380,gender,0.0029746975737442068
381,baby,0.0029686880836962393
382,thought,0.0029619210766088466
383,instead,0.002955484135792629
384,story,0.0029485080619730086
385,hard,0.0029485080619730086
386,happy,0.0029368284028886004
387,created,0.002918693544961694
388,dog,0.002917642078918717
389,habit,0.0029166331033633865
390,apple,0.0029017251945903082
391,ia,0.002901310214128324
392,k,0.0029003800086008225
393,matter,0.002893688054924338
394,programming,0.0028917598102597987
395,plastic,0.002875527599955597
396,cook,0.002875527599955597
397,guy,0.0028720134415611332
398,really,0.0028713305592004326
399,united,0.002869275812714887
400,night,0.0028638394355916907
401,run,0.0028617019360086616
402,impact,0.0028605970790201636
403,ask,0.0028595008193026063
404,alone,0.002855223188266746
405,hear,0.0028486856375666016
406,always,0.0028425254052611643
407,giving,0.002837046227995565
408,plan,0.0028345104886217513
409,manufacturing,0.0028305340934548853
410,cool,0.0028299499516899994
411,death,0.0028150306205654055
412,temperature,0.0028140906359718438
413,order,0.002805748062676031
414,earn,0.002797804383446066
415,weight,0.002794082661619068
416,practice,0.0027932288548469914
417,combination,0.0027923918582929926
418,iodine,0.0027923918582929926
419,management,0.00279004233408846
420,rate,0.002765970995101839
421,idea,0.0027598953259143954
422,kingdom,0.0027579017147077284
423,method,0.0027556243456319154
424,band,0.002751956960749663
425,web,0.002750804353516543
426,breast,0.002748365808938576
427,issue,0.002745454974975554
428,treatment,0.0027399002434646603
429,suicide,0.0027380381323313684
430,stand,0.002737645702165355
431,current,0.0027336106085247345
432,preparation,0.0027215451949281536
433,ashamed,0.0027199783257453036
434,involve,0.0027199783257453036
435,wheel,0.002719978325745303
436,successful,0.002711918963464875
437,fund,0.0026990458363939287
438,signal,0.002694073770262015
439,master,0.0026869348919263433
440,extension,0.0026838257599585574
441,cold,0.0026838257599585574
442,paid,0.0026792800462538215
443,called,0.0026731486967730617
444,abroad,0.0026722042037987314
445,miss,0.002668224174147467
446,leg,0.002664832579312879
447,list,0.002664832579312879
448,atheism,0.0026623338413382753
449,dance,0.0026560139788482802
450,speech,0.0026547790260518012
451,win,0.002648765839240284
452,youtube,0.002646393137186314
453,major,0.0026463533017476704
454,support,0.002645986057503945
455,single,0.0026455278690393734
456,exist,0.0026393331924328928
457,usage,0.002633629807467675
458,significance,0.002631090145165392
459,related,0.0026308899767764874
460,plant,0.002619238387754737
461,correct,0.002617612321446114
462,anything,0.002616981310439071
463,condition,0.002614614882600906
464,blog,0.002614201390855209
465,boy,0.002613317598790817
466,inspired,0.0026124756355894304
467,foreign,0.0026027418534991225
468,wrong,0.00260265004619663
469,add,0.0026024501256122776
470,tree,0.0025873099630979736
471,polite,0.002584760889242705
472,project,0.0025774276050784506
473,insurance,0.002573240739993141
474,understand,0.0025697795463240367
475,living,0.002567619411617834
476,end,0.0025645265917758698
477,circuit,0.0025640730579018782
478,slope,0.002556024533293864
479,mafia,0.002556024533293864
480,formed,0.002556024533293864
481,ocean,0.002556024533293864
482,entry,0.002556024533293864
483,favourite,0.002556024533293864
484,tea,0.002556024533293864
485,graduate,0.002553129200038686
486,chest,0.0025520301070371177
487,light,0.0025518605993785867
488,date,0.0025518090599861063
489,lord,0.002551622929124209
490,ex,0.0025476899197802516
491,produced,0.002538646437362284
492,meant,0.002538646437362284
493,join,0.002532890948458233
494,letter,0.002526769459035337
495,undergraduate,0.0025267694590353365
496,buying,0.002524074226627691
497,position,0.00251849844976417
498,bank,0.002516380184627868
499,quickly,0.0025085998647906456
500,pakistan,0.0025058753062349053
501,man,0.0025039181875258134
502,office,0.002502828327436412
503,keep,0.0025005717633602297
504,bring,0.0024988349245863048
505,summer,0.0024936314989168406
506,heavy,0.002493313465266528
507,finland,0.0024921239199615173
508,physic,0.0024853470088872158
509,sleep,0.0024813324749559645
510,cover,0.00248089976987715
511,else,0.0024808198627203288
512,certification,0.002478202474567943
513,ancient,0.002474758928862603
514,memory,0.0024747189967931765
515,pay,0.0024742092326177707
516,general,0.002470395816203095
517,branch,0.0024687780288279683
518,compare,0.0024609327709124175
519,electrical,0.0024592722224840015
520,gas,0.002458393108610134
521,moment,0.002445233040316485
522,determine,0.002443342876006369
523,overcome,0.0024426693329770315
524,relationship,0.0024371137097608875
525,iphone,0.002435640068709472
526,japan,0.0024350008987895594
527,may,0.0024304932755938678
528,also,0.002430199951623661
529,information,0.002429186765017614
530,mechanical,0.0024276512221288937
531,family,0.0024251691803466287
532,model,0.002421538306736525
533,city,0.0024214571087336468
534,smartphone,0.002417758511773603
535,prior,0.002411487431708794
536,st,0.0023984063044493777
537,r,0.0023949279956734866
538,gift,0.00239451083377578
539,differently,0.002393368426629709
540,test,0.0023814447051920895
541,view,0.0023812108698036726
542,little,0.002379471892802605
543,set,0.002379471892802605
544,series,0.0023791549094165807
545,accent,0.002374584252634789
546,score,0.002373770760635723
547,netflix,0.002373451352344302
548,god,0.0023658058300728003
549,degree,0.0023627606434021248
550,changed,0.0023622139409636895
551,anxiety,0.0023527951684132317
552,political,0.002347287810711566
553,race,0.002344898800387373
554,special,0.0023437011187075574
555,ruler,0.002343022488852709
556,husband,0.002342109965078044
557,hurt,0.002341707373547409
558,beginner,0.00233716656138115
559,lesbian,0.00233716656138115
560,lose,0.002331703937029521
561,proud,0.0023314099934959743
562,pune,0.0023270925675820935
563,party,0.0023231593592664356
564,access,0.0023216234773528336
565,sea,0.002319657208294735
566,ram,0.002319657208294735
567,becoming,0.0023178201019489536
568,digital,0.0023130075709823198
569,kind,0.0023119512738675545
570,nigeria,0.0023081623154981514
571,acting,0.0023076657521116906
572,internship,0.00230694457998398
573,principle,0.0023011880120988046
574,seo,0.0023004220799644776
575,often,0.002299927566423964
576,direct,0.002298251428923107
577,religion,0.0022969574492555825
578,java,0.0022968705861849234
579,constitution,0.002294356087518153
580,firm,0.0022906614931910508
581,commercial,0.0022906614931910508
582,christian,0.002276431748037913
583,earth,0.0022757838576101977
584,oracle,0.0022730361028220434
585,trick,0.0022703512031021973
586,everyday,0.002266648604787753
587,sibling,0.002266648604787753
588,lemon,0.002266648604787753
589,industrial,0.002266648604787753
590,gym,0.002266648604787753
591,winning,0.002266648604787753
592,china,0.002263206695604892
593,style,0.0022631933562785173
594,tool,0.0022540421088334543
595,increase,0.002252420099054923
596,close,0.0022492662750966297
597,answer,0.0022488797506934654
598,heart,0.0022475702898171156
599,dream,0.0022475702898171156
600,category,0.0022422184410210706
601,gun,0.002236972264414002
602,passage,0.002236521466632131
603,font,0.002236521466632131
604,sequence,0.002236521466632131
605,appliance,0.002236521466632131
606,hsc,0.002236521466632131
607,elf,0.0022339134866343944
608,jammu,0.0022339134866343944
609,net,0.0022339134866343944
610,goa,0.0022339134866343944
611,exchange,0.0022326700629836825
612,black,0.002232557533216056
613,kill,0.0022293998772186536
614,decide,0.002229090378437324
615,expression,0.002222292271526496
616,north,0.002220915049897632
617,malaysia,0.0022175259219198947
618,girlfriend,0.002216425960521312
619,dental,0.00221627863579247
620,professional,0.002215519376593342
621,personal,0.0022155193765933416
622,universe,0.00221255391801411
623,got,0.002211517390888721
624,technique,0.0022078165928948105
625,writing,0.0022078165928948105
626,avoid,0.0022053881439147703
627,individual,0.0022035002841344267
628,put,0.002199339039597622
629,needed,0.002198389040177912
630,cheap,0.0021957064155223942
631,international,0.0021940091095121036
632,blue,0.00219381556241501
633,guide,0.002190374080309181
634,ca,0.002188486116159021
635,useful,0.00217891233315314
636,pattern,0.002174678632776314
637,flower,0.0021746786327763138
638,expansion,0.002174280609490235
639,met,0.0021733569271222956
640,air,0.002171003609694596
641,building,0.002168778461475339
642,private,0.0021651334144250764
643,salary,0.002164323020239284
644,large,0.002164323020239284
645,never,0.0021608333423303963
646,hotel,0.002158712956940717
647,commerce,0.0021558346729981296
648,stomach,0.0021500781051129545
649,improved,0.0021500781051129545
650,southern,0.0021500781051129545
651,material,0.0021498251626874423
652,star,0.0021465650924184583
653,premium,0.0021452348761573504
654,l,0.002143013226344785
655,teacher,0.0021398408784549607
656,gravity,0.0021300204444115534
657,occurs,0.0021300204444115534
658,harvard,0.0021263524409368406
659,share,0.0021252150156438917
660,difficult,0.0021169020833330366
661,realized,0.0021155386978019028
662,obsession,0.0021155386978019028
663,testosterone,0.0021155386978019028
664,lift,0.0021155386978019028
665,let,0.0021050006155564844
666,around,0.0021000969246699566
667,oil,0.002097356725833156
668,regarding,0.0020968035917661313
669,novel,0.0020943828063353423
670,convincingly,0.0020942938937197446
671,sensitivity,0.0020942938937197446
672,antm,0.0020942938937197446
673,output,0.0020942938937197446
674,ochaco,0.0020942938937197446
675,humane,0.0020942938937197446
676,mailbox,0.0020942938937197446
677,diorite,0.0020942938937197446
678,molten,0.0020942938937197446
679,metal,0.0020942938937197446
680,isfreedom,0.0020942938937197446
681,xbet,0.0020942938937197446
682,mysterious,0.0020942938937197446
683,longest,0.0020942938937197446
684,funnel,0.0020942938937197446
685,majorca,0.0020942938937197446
686,hydrozoan,0.0020942938937197446
687,berocca,0.0020942938937197446
688,masturbation,0.0020942938937197446
689,playlist,0.0020942938937197446
690,geranium,0.0020942938937197446
691,villain,0.0020942938937197446
692,multinational,0.0020942938937197446
693,purity,0.0020942938937197446
694,micro,0.0020942938937197446
695,uraraka,0.0020942938937197446
696,iitian,0.0020942938937197446
697,pyramid,0.0020942938937197446
698,brewery,0.0020942938937197446
699,lineage,0.0020942938937197446
700,replant,0.0020942938937197446
701,fling,0.0020942938937197446
702,metropcs,0.0020942938937197446
703,fita,0.0020942938937197446
704,rapper,0.0020942938937197446
705,undamped,0.0020942938937197446
706,dado,0.0020942938937197446
707,jhansi,0.0020942938937197446
708,ace,0.0020942938937197446
709,syetem,0.0020942938937197446
710,persistent,0.0020942938937197446
711,striker,0.0020942938937197446
712,bhagavad,0.0020942938937197446
713,radha,0.0020942938937197446
714,domain,0.0020942938937197446
715,nazareth,0.0020942938937197446
716,blockchain,0.0020942938937197446
717,phosphorus,0.0020942938937197446
718,cardiomyopathy,0.0020942938937197446
719,bonjour,0.0020942938937197446
720,astigmatism,0.0020942938937197446
721,brutal,0.0020942938937197446
722,flirting,0.0020942938937197446
723,stoic,0.0020942938937197446
724,improvise,0.0020942938937197446
725,weep,0.0020942938937197446
726,friction,0.0020942938937197446
727,gray,0.0020942938937197446
728,shrimp,0.0020942938937197446
729,superhuman,0.0020942938937197446
730,interface,0.0020942938937197446
731,calculator,0.0020942938937197446
732,nadph,0.0020942938937197446
733,professor,0.0020876914874652618
734,economics,0.0020853167164047327
735,rude,0.0020804825066806968
736,far,0.0020801855679619245
737,charge,0.002075604262917022
738,everyone,0.002070021584603941
739,area,0.0020698630267433084
740,coaching,0.0020695293362464704
741,secondary,0.0020690433418062565
742,president,0.0020683876745558293
743,suitable,0.0020651687288066193
744,scoring,0.00206283801737639
745,original,0.0020560597982612425
746,e,0.0020557631480065536
747,criterion,0.002055094735007563
748,lens,0.002055094735007563
749,california,0.002052795424862988
750,sound,0.002052795424862988
751,house,0.0020490131965122025
752,following,0.002045338693517023
753,opioid,0.0020448196266350913
754,effectively,0.0020448196266350913
755,engine,0.0020448196266350913
756,ticket,0.0020448196266350913
757,dying,0.0020448196266350913
758,center,0.0020448196266350913
759,upvote,0.0020448196266350913
760,restaurant,0.0020448196266350913
761,lay,0.0020448196266350913
762,underwater,0.0020448196266350913
763,vinci,0.0020448196266350913
764,spider,0.0020448196266350913
765,con,0.0020448196266350913
766,fusion,0.0020448196266350913
767,considered,0.0020433609016641987
768,safe,0.0020431251652542138
769,national,0.0020422750548641125
770,act,0.002041150654047425
771,differential,0.0020349467474094496
772,attend,0.0020349467474094496
773,potential,0.0020349467474094496
774,unit,0.002034456925327752
775,average,0.002029758878421337
776,england,0.002029700057257893
777,greatest,0.002029700057257893
778,follower,0.002029700057257893
779,science,0.002027137708648526
780,ee,0.002024872753610393
781,height,0.002024872753610393
782,pen,0.002023519422190976
783,rock,0.002020664392789719
784,bd,0.0020192075330977294
785,sell,0.002017786847766389
786,le,0.002011860669543898
787,prefer,0.0020107361575467182
788,mother,0.002010059996624846
789,russia,0.0020041308474848083
790,enough,0.002004079786258685
791,session,0.002000704342154209
792,american,0.0020004576269654732
793,centre,0.001998942263216996
794,room,0.001997197771833583
795,drinking,0.001995169348179899
796,public,0.0019950361530689546
797,graduation,0.0019945656130664234
798,hacking,0.0019945656130664234
799,hubspot,0.0019945656130664234
800,fight,0.001994233879337414
801,ground,0.0019933542105403565
802,anti,0.0019921829351241217
803,step,0.0019919718567188997
804,case,0.0019916890890849114
805,organization,0.0019843689107008886
806,canada,0.0019746952605782884
807,neet,0.001973214897965002
808,speak,0.001971353804224568
809,full,0.0019713099583791357
810,led,0.0019687462167299343
811,com,0.0019687462167299343
812,bag,0.0019631184349561256
813,ai,0.0019631184349561256
814,sensor,0.001959618808858629
815,flight,0.001955924770076589
816,property,0.0019523781503147353
817,week,0.001942782282650257
818,law,0.001940705175525165
819,selling,0.0019405371097302854
820,player,0.0019387512345928224
821,self,0.0019354679591358785
822,bangalore,0.001935073885885324
823,holiday,0.0019342068094188828
824,preparing,0.0019342068094188828
825,established,0.0019342068094188828
826,tired,0.0019342068094188828
827,revolution,0.0019342068094188826
828,interior,0.0019342068094188826
829,android,0.0019220016868727807
830,composition,0.0019197694025764325
831,shave,0.001917018399970398
832,architecture,0.001917018399970398
833,epistemological,0.001917018399970398
834,essential,0.001917018399970398
835,salesforce,0.001917018399970398
836,hottest,0.001917018399970398
837,batman,0.001917018399970398
838,bother,0.001917018399970398
839,invented,0.001917018399970398
840,gut,0.001917018399970398
841,qualification,0.001917018399970398
842,probability,0.001917018399970398
843,dam,0.001917018399970398
844,envy,0.001917018399970398
845,determined,0.001917018399970398
846,door,0.001917018399970398
847,pant,0.001917018399970398
848,farming,0.001917018399970398
849,according,0.0019159423965387893
850,designing,0.0019140588218207692
851,quorans,0.001908717288427665
852,post,0.001907549247897155
853,seat,0.0019070293368145222
854,consider,0.001902052237177137
855,gain,0.001893133558484756
856,necessary,0.0018930542023587924
857,various,0.0018910325502800684
858,turn,0.0018898907778601478
859,worst,0.001885331092767496
860,calculated,0.0018848645043477701
861,polymer,0.0018848645043477701
862,trainer,0.0018848645043477701
863,reaction,0.0018829911518966921
864,error,0.0018820855076391375
865,red,0.0018814498985929842
866,found,0.001880817032795884
867,usa,0.0018795148021537832
868,least,0.001878759913420081
869,hardware,0.001878080272538424
870,dangerous,0.0018696366047201195
871,gate,0.0018557257666357884
872,us,0.001855725766635788
873,base,0.001855725766635788
874,record,0.0018478582911412539
875,education,0.0018477638929714068
876,culture,0.0018472118632084913
877,romantic,0.0018435408652273725
878,opposite,0.0018422523043642204
879,republic,0.0018360042488685159
880,army,0.001835279182903272
881,adult,0.0018350079555426355
882,preferred,0.001831817582193936
883,bit,0.0018308104603285767
884,enterprise,0.0018277103035431405
885,internet,0.001827269240869527
886,theory,0.0018269494137347561
887,near,0.001826902053755088
888,adsense,0.0018257318094956172
889,module,0.0018257318094956172
890,pc,0.0018257318094956172
891,logo,0.0018257318094956172
892,wave,0.0018257318094956172
893,fertility,0.0018257318094956172
894,inferiority,0.0018257318094956172
895,linux,0.0018257318094956172
896,hospital,0.0018228956896021167
897,became,0.0018225878065172918
898,strangest,0.0018150547078904452
899,scam,0.0018133188838302026
900,creation,0.0018133188838302026
901,defeated,0.0018133188838302026
902,ireland,0.0018133188838302026
903,cutting,0.0018133188838302026
904,respected,0.0018133188838302023
905,serve,0.0018133188838302023
906,august,0.0018133188838302023
907,biology,0.0018133188838302023
908,bar,0.0018113337533038046
909,mass,0.001809501152286634
910,rather,0.0018084687851795686
911,developed,0.001805517898856192
912,body,0.001804757717897316
913,literature,0.00180468403200244
914,character,0.0018018765814432317
915,quality,0.0018005576848483453
916,democratic,0.001797276587676921
917,involved,0.0017971688754676069
918,policy,0.0017968375243424604
919,host,0.0017968341667044736
920,dish,0.001795109051759781
921,wisdom,0.001795109051759781
922,latin,0.001794851140531315
923,bengali,0.001794851140531315
924,tax,0.0017853483411253979
925,gta,0.0017830969024330322
926,okay,0.0017809610383573173
927,bridge,0.0017784038596926303
928,anime,0.0017728808663395477
929,ad,0.0017728808663395477
930,crush,0.0017728808663395477
931,size,0.0017661026472244007
932,purchase,0.0017615097728636252
933,glass,0.0017615097728636252
934,target,0.0017572668666395316
935,oldest,0.0017572668666395316
936,afternoon,0.0017572668666395316
937,making,0.0017562970255818877
938,pre,0.0017529036322294885
939,maximum,0.0017528749210358623
940,middle,0.0017492370808284666
941,furniture,0.0017466167644174736
942,intelligence,0.001745856042830184
943,virus,0.0017452449114331203
944,password,0.0017452449114331203
945,review,0.0017427684065426832
946,creepy,0.0017397429062210514
947,stick,0.0017397429062210514
948,front,0.0017397429062210514
949,behavior,0.0017397429062210512
950,recent,0.0017387810859418153
951,took,0.0017385403227851977
952,mechanism,0.0017377639303372769
953,implement,0.0017362125379287296
954,pill,0.0017344452190208362
955,existence,0.0017334716921065237
956,distribution,0.0017296272430380396
957,reduce,0.0017269703655525737
958,healthcare,0.0017269703655525734
959,stopped,0.0017269703655525734
960,shoe,0.0017269703655525734
961,genius,0.0017269703655525734
962,disposal,0.0017253165599733582
963,sleepy,0.0017253165599733582
964,spending,0.0017253165599733582
