,Vocab,TF-IDF Value
465,kind,0.0023776718115752276
466,secretly,0.00237681082495885
467,beat,0.0023764243507381805
468,nehru,0.002373064148909508
469,argument,0.0023671668497052987
470,nowadays,0.0023663633256730547
471,arrogant,0.0023658071583035015
472,un,0.002362121032699191
473,refugee,0.002359238251456942
474,powerful,0.0023572569232324573
475,self,0.002355085081260013
476,please,0.0023480647357412418
477,totally,0.0023393183969092437
478,seal,0.00233581189368824
479,alien,0.0023326455139086166
480,common,0.002328487157732931
481,put,0.0023259448189376117
482,facebook,0.0023239968971168275
483,made,0.0023154251401946314
484,legal,0.002313500074304167
485,fault,0.002311353491695547
486,e,0.002310166172518261
487,divided,0.0023101436311202374
488,making,0.0023100630618195245
489,body,0.002309891338651665
490,open,0.002295758372544031
491,back,0.002294569572799211
492,yes,0.0022939019041116632
493,evolution,0.002293306853341838
494,bear,0.002284348689691594
495,commit,0.002280354128865706
496,malay,0.0022802731743377306
497,block,0.0022699591284092253
498,said,0.0022670252396215966
499,worse,0.0022593264746371216
500,holocaust,0.002257234832639424
501,jump,0.002256321265702796
502,youtube,0.0022561984242758966
503,different,0.002253855696744166
504,freedom,0.002252334313703284
505,whole,0.00224845059643792
506,modern,0.0022478858303623226
507,comment,0.0022463865208512913
508,lazy,0.0022424913171684214
509,prostitute,0.0022418529763437224
510,kid,0.0022393165701661273
511,invaded,0.0022358002221831872
512,isi,0.0022314431105870886
513,killing,0.0022227731628988983
514,small,0.0022198955871713996
515,bomb,0.0022188993520277254
516,sorry,0.0022175696049957
517,agenda,0.002215047096208233
518,cop,0.0022077557556767105
519,rest,0.002204730417822753
520,protected,0.002199809848418895
521,korean,0.002197878103474431
522,great,0.002194757823914226
523,bed,0.002194615755315979
524,change,0.002194104992794671
525,disease,0.0021935711976028343
526,chick,0.0021928030022379395
527,used,0.0021903234652507725
528,class,0.00218546419465332
529,church,0.002185026974116528
530,exist,0.002180523090853581
531,equality,0.0021733301671245375
532,minister,0.002173047901252181
533,brown,0.002171635485626806
534,result,0.0021710533905733025
535,last,0.002169086941001057
536,scared,0.0021678505000309422
537,enough,0.002163820832977644
538,star,0.0021632069709714933
539,greek,0.0021623317559415463
540,strange,0.002157511636890104
541,john,0.002154574376312117
542,foreigner,0.002153761942535227
543,win,0.0021497967606236364
544,threat,0.0021431636871569195
545,alaska,0.0021380926490297387
546,flag,0.0021380926490297387
547,mexican,0.0021375233566736924
548,arm,0.002130897734814182
549,physically,0.0021302013630054187
550,prime,0.002126566980873942
551,cheated,0.0021256197289700124
552,punish,0.002115930998100064
553,kejriwal,0.0021145971254140274
554,realise,0.002112478384279028
555,experience,0.0021048597706894204
556,appear,0.00210443786381711
557,brother,0.002103971358208687
558,business,0.0021014135245705306
559,among,0.0020964932499401233
560,force,0.0020946664874925826
561,personality,0.0020777079670044442
562,king,0.0020770042876288894
563,soft,0.002074351568006395
564,kurd,0.002074351568006395
565,christ,0.0020736376520661746
566,sharia,0.0020705875029772614
567,ignorant,0.002069251704747412
568,allah,0.00206796893569565
569,kim,0.002065011696022872
570,philippine,0.002064394227077334
571,reply,0.0020638517119221343
572,power,0.0020634692393309935
573,cancer,0.002058636499756484
574,low,0.0020572164581914958
575,system,0.00205366313548289
576,judge,0.0020486996858210533
577,started,0.002039504742727773
578,syria,0.0020298676629155995
579,proof,0.0020277490167384727
580,native,0.002026491352125877
581,treated,0.0020251628304446025
582,trans,0.002022534979302964
583,kick,0.002022434305233604
584,turn,0.0020107316569730822
585,specially,0.0020063052120297036
586,rise,0.0020050525178502794
587,agree,0.0020038435049758037
588,student,0.0020022037954503793
589,sociable,0.002002124480304206
590,wiped,0.002002124480304206
591,craziest,0.002002124480304206
592,indon,0.002002124480304206
593,whiny,0.002002124480304206
594,groped,0.002002124480304206
595,rajoy,0.002002124480304206
596,sicilian,0.002002124480304206
597,quit,0.002002124480304206
598,painful,0.002002124480304206
599,haiti,0.002002124480304206
600,gaye,0.002002124480304206
601,borg,0.002002124480304206
602,tolerance,0.002002124480304206
603,swede,0.002002124480304206
604,cunt,0.002002124480304206
605,stinky,0.002002124480304206
606,trap,0.002002124480304206
607,poopy,0.002002124480304206
608,strangle,0.002002124480304206
609,tinder,0.002002124480304206
610,fascist,0.002002124480304206
611,fucked,0.0019976698035368656
612,knowledge,0.001997598759871521
613,head,0.0019958126444961305
614,jerk,0.0019935423865874097
615,language,0.0019919618069328387
616,office,0.001991068767146015
617,disorder,0.0019871347527801396
618,shooting,0.001986425106789239
619,message,0.001976733707154033
620,top,0.0019743606996915747
621,bangladeshi,0.0019742811074899462
622,lick,0.0019742811074899462
623,article,0.0019729058815434273
624,stealing,0.0019697235903197103
625,propaganda,0.0019694494286247
626,choice,0.001955858001963306
627,mark,0.0019553347795578176
628,bengaluru,0.00195482756482719
629,attracted,0.00195482756482719
630,option,0.0019538669707067175
631,story,0.0019527917314597514
632,court,0.0019521099111812475
633,almost,0.00195132972298954
634,forum,0.0019445571999894974
635,tax,0.0019421266300224805
636,order,0.0019411976277270884
637,sick,0.0019362037832809146
638,house,0.0019359339747559647
639,fascism,0.0019344647776935733
640,word,0.0019309331209129102
641,bare,0.0019252359272929006
642,rahul,0.0019223446188516154
643,gandhi,0.0019223446188516154
644,fair,0.0019187461772450134
645,speak,0.0019165759624273995
646,job,0.0019108960130859915
647,wing,0.0019071659716398757
648,play,0.00190437748441085
649,boob,0.0019039033569415245
650,destroy,0.001902753920000775
651,secret,0.0019010950379224564
652,acceptable,0.0019004238969763298
653,leader,0.0018996180597136462
654,tried,0.001898572574931714
655,cannot,0.001897315650580514
656,prince,0.001894174037600494
657,pro,0.001894174037600494
658,match,0.001894174037600494
659,ww,0.0018911074022963568
660,stand,0.0018893020084178743
661,break,0.0018845411361367488
662,car,0.00188372148427833
663,technology,0.0018825005875255814
664,remove,0.0018822600410800978
665,hand,0.0018820821638187541
666,quorans,0.0018740863333379161
667,deny,0.0018731593922282667
668,met,0.0018709014355357521
669,deserve,0.0018697198781037197
670,finally,0.001869094381353519
671,jihad,0.001868882849491592
672,lack,0.001868248936473075
673,bathroom,0.0018675584771116903
674,clothes,0.0018573376272553504
675,relation,0.0018534272193784682
676,socially,0.0018499117099783902
677,card,0.001849082793356438
678,form,0.0018481629659567215
679,sc,0.0018471956899780736
680,lgbt,0.0018467746872772633
681,book,0.0018456866020295534
682,continue,0.001844598732269059
683,korea,0.0018428718387934213
684,inferior,0.0018359677399637426
685,similar,0.0018350416394364698
686,crazy,0.001834265226736053
687,fish,0.0018326508420254905
688,harmful,0.0018326508420254905
689,nude,0.0018326508420254905
690,christianity,0.0018326508420254905
691,malaysia,0.0018316221932681337
692,successful,0.0018299607363998426
693,turkey,0.0018268582405516732
694,political,0.001824734792936513
695,sign,0.0018219947749536169
696,completely,0.0018189246485719015
697,hinduism,0.0018149751231363617
698,coming,0.0018145689748570585
699,belief,0.001809740925807762
700,laughing,0.0018091844295116933
701,catholic,0.0018083752135976841
702,organization,0.0018061829961394098
703,expect,0.0018058625675087408
704,vicious,0.0018056521739978101
705,currently,0.0018052278522494437
706,extremist,0.0018046336877469084
707,smelly,0.0018019120322737851
708,circumcised,0.0018019120322737851
709,aunty,0.0018019120322737851
710,prison,0.0018017753040590065
711,kashmir,0.001797174937230161
712,horny,0.0017912989560640493
713,kashmiri,0.0017853724086494454
714,scientist,0.0017825454884126278
715,front,0.0017819755754429735
716,virginity,0.0017816683165153176
717,amitabh,0.0017796662047148493
718,hardly,0.0017796662047148493
719,moon,0.0017740556839965604
720,ice,0.0017740556839965604
721,football,0.0017739344930266306
722,thomas,0.0017715308012008634
723,pride,0.0017694807660662865
724,melania,0.0017665344543673113
725,trade,0.0017630712750617292
726,likely,0.0017619367329104404
727,lead,0.0017619007602761906
728,selection,0.0017610312317680357
729,shirt,0.0017589387729003503
730,charge,0.001756515992221424
731,around,0.0017563015128457707
732,barack,0.0017527328993331402
733,privilege,0.0017527328993331402
734,sound,0.0017526954534585026
735,sin,0.0017516072229747078
736,stupidity,0.0017500247865694857
737,point,0.0017428022597167352
738,city,0.0017425939364959806
739,allowing,0.0017406016076614793
740,java,0.0017335151187716606
741,agent,0.0017335151187716606
742,ready,0.0017335151187716606
743,correlation,0.0017335151187716604
744,descendant,0.0017335151187716604
745,nut,0.0017335151187716604
746,northern,0.0017301096639597785
747,doctor,0.001729983941882384
748,vietnam,0.0017280118961723856
749,birth,0.0017258771774252921
750,wealthy,0.0017248500426416916
751,throw,0.001723661731153643
752,egypt,0.001713576512951223
753,punjab,0.0017087506170749226
754,campaign,0.001705130474870258
755,month,0.0017040853867560325
756,clearly,0.001703067389870096
757,teach,0.0017028969077361197
758,case,0.0017024556438455225
759,wearing,0.0017015766774263544
760,room,0.0016986987972833379
761,learn,0.0016932607503171607
762,spend,0.0016927074636454295
763,bush,0.0016908968238092215
764,fashion,0.0016906268994857925
765,fun,0.001690326503803581
766,century,0.0016877898174110684
767,mohammed,0.0016866125208235127
768,deport,0.0016839861153781844
769,transgenders,0.0016799299385233664
770,physical,0.001679002779957257
771,away,0.0016733868227051373
772,type,0.0016714693202166582
773,panty,0.0016684370669201713
774,mental,0.0016683389435944783
775,spread,0.0016681006369072347
776,next,0.0016666636339876017
777,zealand,0.0016639306057755249
778,texas,0.0016631772037467754
779,fraud,0.0016631772037467752
780,smoke,0.0016631772037467752
781,union,0.0016616530158916753
782,corruption,0.0016615965930388437
783,shia,0.0016601740945159367
784,seek,0.0016550076075652184
785,aware,0.001652907473702772
786,mass,0.0016525693827082676
787,treatment,0.001651433675628828
788,maid,0.0016509667797825337
789,swallow,0.0016493857578229413
790,genitals,0.0016493857578229413
791,consensual,0.0016493857578229413
792,detest,0.0016493857578229413
793,obese,0.0016493857578229413
794,mormon,0.0016475774175644462
795,general,0.001647021774624738
796,motherland,0.0016427688043521686
797,straight,0.001638233191747098
798,douche,0.001637208723284346
799,despite,0.0016370349187887967
800,identify,0.0016367775655920644
801,create,0.0016344578082441053
802,treat,0.001632791422533596
803,britain,0.0016293461803146654
804,myanmar,0.0016290229706893249
805,count,0.0016290229706893249
806,sexist,0.0016242282960664905
807,immoral,0.0016220240355607624
808,han,0.0016179474441868832
809,everything,0.001617034617043643
810,carry,0.001616382951259235
811,hypocritical,0.0016153209061281384
812,machine,0.0016142233440734884
813,singaporean,0.0016124442215876078
814,far,0.0016119717656964247
815,ball,0.0016086188782420787
816,blind,0.0016086188782420785
817,fbi,0.0016079885239638045
818,prove,0.001604596631013308
819,genetically,0.0016021882158344135
820,stored,0.0016016995842433645
821,bald,0.0016016995842433645
822,truly,0.0015998180721754694
823,westerner,0.0015987080897639447
824,extreme,0.0015957228913821184
825,voting,0.001594181240879068
826,cheap,0.0015899498205452546
827,read,0.0015897406970343277
828,telling,0.0015896321482534374
829,weird,0.0015892582169135853
830,steve,0.0015890555255406887
831,ex,0.0015869141088170951
832,knowing,0.0015860921718902688
833,filipino,0.001583978289282643
834,charles,0.001583978289282643
835,defeat,0.0015818085636047105
836,billion,0.0015816767823665914
837,touch,0.0015794248859919576
838,butt,0.0015794248859919574
839,protection,0.0015755291384784837
840,as,0.0015745353417888428
841,york,0.0015737809329355752
842,done,0.0015707389766241924
843,bus,0.0015706697591294744
844,forced,0.0015706697591294744
845,employee,0.0015687864107808464
846,secular,0.0015676872648297585
847,join,0.00156706926129344
848,beautiful,0.0015634646641159852
849,allow,0.0015630870728011816
850,talking,0.0015630192211204994
851,husband,0.0015625824015252222
852,irrational,0.0015601636068944948
853,raping,0.0015601636068944948
854,afraid,0.0015549982489673428
855,kidnap,0.0015549764720216284
856,asshole,0.0015549764720216284
857,narcissism,0.0015549764720216284
858,snowflake,0.0015549764720216284
859,alone,0.001553678026808823
860,watching,0.0015526787859765437
861,mainland,0.0015526787859765437
862,useless,0.0015522987234969903
863,matter,0.0015517825662392265
864,higher,0.0015504241770505469
865,code,0.001546748921386614
866,al,0.0015452063320207082
867,attack,0.0015442397899940524
868,caste,0.001541738868235106
869,condom,0.0015409023277970315
870,angel,0.0015409023277970315
871,else,0.0015390858816274856
872,identity,0.0015379390540897298
873,disgusting,0.0015371789307356558
874,mainstream,0.0015355958755106443
875,gap,0.00153201797927817
876,store,0.00153201797927817
877,pas,0.001531482422102347
878,victim,0.0015286298625932278
879,marijuana,0.0015272090350212423
880,mixing,0.0015272090350212423
881,longer,0.0015272090350212423
882,silent,0.0015272090350212423
883,handsome,0.0015272090350212423
884,shoulder,0.0015272090350212423
885,pig,0.0015272090350212423
886,conquer,0.0015272090350212423
887,outlet,0.0015262096693205703
888,educated,0.001525164214634031
889,biased,0.0015230168543493873
890,french,0.0015220812453829757
891,asked,0.0015220051174157996
892,let,0.001521687153680482
893,bag,0.0015192511627841851
894,chest,0.0015174670312823246
895,equal,0.001517116128802347
896,eu,0.0015159603980369766
897,false,0.0015158561460722356
898,armenian,0.0015124961921252726
899,mind,0.0015123991655254711
900,elected,0.0015108053791799123
901,calling,0.0015074861854565335
902,claiming,0.0015060993567262465
903,believer,0.001505127314047483
904,share,0.001504540653268312
905,nepal,0.001503997485082954
906,stay,0.0015015064084931556
907,brit,0.0015010283087065921
908,alive,0.0014986278438323636
909,burn,0.0014971266934846162
910,scotland,0.001496859483372098
911,piece,0.001496859483372098
912,tend,0.0014948032805659852
913,style,0.00149452852580437
914,career,0.0014937035654680598
915,liar,0.0014926355412673438
916,must,0.0014892207158894275
917,polish,0.0014866205412496362
918,number,0.0014863370144059258
919,hold,0.0014847109494116654
920,opposite,0.0014839531658422378
921,guilty,0.0014807543007407853
922,nasa,0.0014802179877898194
923,smarter,0.0014798197169267843
924,ground,0.0014746572025420802
925,complain,0.0014699945417966376
926,speech,0.001468408802888855
927,donut,0.0014682246188897508
928,activity,0.0014680358977460365
929,justin,0.001466710802597402
930,ashkenazi,0.0014661206736203923
931,hollywood,0.0014661206736203923
932,told,0.0014656305335094494
933,bullshit,0.0014638572114071798
934,existence,0.0014627538349016344
935,terrorism,0.0014577740310516127
936,inch,0.0014572600261400315
937,skin,0.001456223405566513
938,song,0.0014544421446874075
939,plan,0.001454149431411185
940,wage,0.001453164112697676
941,justified,0.0014519800985090894
942,defend,0.0014481401511411316
943,shot,0.001446754830672273
944,wide,0.001444595932309717
945,contemporary,0.0014445959323097167
946,silly,0.0014436716091397953
947,nicer,0.0014399399473057426
948,taste,0.0014399399473057426
949,avocado,0.0014373732094317573
950,bengali,0.001435711776595285
951,safe,0.0014333547061279458
952,speaking,0.0014326059056978522
953,ignored,0.00143014997298662
954,officer,0.001429883447326292
